mode,id,candidateMedianBatchP50Us,referenceMedianBatchP50Us,batchP50DeltasUs,candidateMeanUs,referenceMeanUs,batchMeanDeltasUs,medianBatchP50DeltaUs
summary,spending/occurrenceAdmissions,2.354499999910331,2.5835000001279695,"[0.08299999990413198, -0.2500000000509317, -0.3750000005311449, -0.16599999980826396]",2.489502499999314,2.6497891666804207,"[0.10320333333159676, -0.22914666666414008, -0.35384666670931114, -0.16135666668257426]",-0.20799999992959783
summary,spending/branchTerminals,2.5415000000066357,2.7079999999841675,"[0.12599999899975955, -0.20800000038434519, -0.41599999985919567, -0.08399999933317304]",2.65661666667332,2.8580733333312005,"[0.13000333332759823, -0.19587333330794857, -0.3586033333188728, -0.3813533333322993]",-0.1459999998587591
summary,spending/effectAdmissions,2.083499999571359,2.291499999955704,"[0.08300000081362668, -0.24900000153138535, -0.4170000001977314, -0.1250000004802132]",2.186589999989034,2.356245833336743,"[0.14830666663025704, -0.23902666668315425, -0.41915333329901233, -0.1687500000389264]",-0.18700000100579928
summary,spending/effectOutcomes,2.062500000192813,2.208500000051572,"[0.12400000014167745, -0.20799999947485048, -0.3750000005311449, -0.04200000057608122]",2.168918333344815,2.3132825000046373,"[0.03620999998626452, -0.18581333334320066, -0.3560133332878952, -0.07183999999445678]",-0.12500000002546585
summary,spending/evidence,2.5000000000545697,2.687499999865395,"[0.1249999995707185, -0.20800000038434519, -0.41599999985919567, -0.1249999995707185]",2.6171166666745194,2.768716666667691,"[-0.016226666648435934, -0.14937666661353444, -0.33203666666850074, -0.10876000004221478]",-0.16649999997753184
summary,spending/watermarks,2.583499999673222,2.7915000000575674,"[0.08400000024266774, -0.24900000062189065, -0.4580000004352769, -0.1250000004802132]",2.721015833335514,5.724832500008385,"[0.08698000000852786, -0.23340999998557305, -0.40245999999569865, -11.46637666671874]",-0.18700000055105193
summary,spending/causal/input/occurrences,2.8959999999642605,3.1870000002527377,"[0.249999999141437, -0.29100000028847717, -0.7080000004862086, -0.20799999947485048]",3.162417499994869,3.395459999996244,"[0.21041333334324017, -0.0030866666747898265, -0.8859866666565117, -0.2535100000174376]",-0.24949999988166383
summary,spending/causal/input/admissions,2.208500000051572,2.333500000077038,"[0.20799999947485048, -0.16599999980826396, -0.3749999996216502, -0.04199999966658652]",2.3969349999864185,4.863064166671241,"[0.3574633333543412, -0.10151000004952936, -10.23375333334722, 0.11328333330311563]",-0.10399999973742524
summary,spending/causal/input/branch-terminals,2.1875000002182787,2.3125000002437446,"[0.16699999923730502, -0.1250000004802132, -0.3749999996216502, -0.08299999990413198]",2.3772158333319267,2.409556666669535,"[0.13065666665473427, -0.015679999972538147, -0.38685000005898473, 0.14251000002635325]",-0.10400000019217259
summary,spending/causal/input/effect-proposals,2.1665000003849855,2.291499999955704,"[0.1250000004802132, -0.16599999980826396, -0.33399999938410474, -0.04199999966658652]",2.3988958333317596,2.3236799999919335,"[0.17131666670138673, 0.36827333331530127, -0.23609333334206895, -0.002633333315316469]",-0.10399999973742524
summary,spending/causal/input/effect-admissions,2.2079999994275568,2.3124999997889972,"[0.1250000013897079, -0.12600000081874896, -0.3750000005311449, -9.094947017729282e-10]",2.433483333324299,2.4054875000024367,"[0.35634666667344084, -0.024616666699633742, -0.23794000002756852, 0.01819333334121152]",-0.06300000086412183
summary,spending/causal/input/effect-outcomes,2.145500000551692,2.291499999955704,"[0.1250000004802132, -0.20799999947485048, -0.33400000029359944, -0.04199999966658652]",2.306208333338115,2.357742500001526,"[0.13066666662477164, -0.10110666664028649, -0.25696999999127, 0.021273333353141136]",-0.1249999995707185
