passIndex,orientation,phase,Dposition,Rposition,Dp50,Rp50,Dp95,Rp95,p50Ratio,p95Ratio,DconstructionMs,RconstructionMs,DreleaseMs,RreleaseMs,DreleaseP95,RreleaseP95,releaseP95Ratio
1,U,b0s0-warmup,7,4,0.32722850000001813,0.32627100000000553,0.6165419999999813,0.6857089999999744,0.997073910126983,1.1121853823421521,37.39104199999994,37.01679499999992,12.071913999999879,13.217831999999987,0.18712500000000887,0.21587500000001114,1.1536406145624631
1,U,b0s0-measured,7,4,0.29979149999996935,0.2922500000000099,0.40887499999999477,0.40379100000001245,0.9748441833742444,0.9875658819933173,93.49441499999992,92.81571099999982,29.795713000000035,30.16105200000007,0.11937500000004775,0.12762499999999477,1.0691099476435075
1,U,b0s1-warmup,7,4,0.30945799999997803,0.32356249999998,0.648584000000028,0.7565000000000168,1.045578075215386,1.166387083245939,35.4041210000002,37.16233500000055,12.157953999999847,12.831127999999694,0.20254100000005337,0.23229099999997516,1.146883840802178
1,U,b0s1-measured,7,4,0.29131250000000364,0.2866045000000099,0.4019159999999715,0.4019999999999868,0.9838386612315172,1.0002089988953295,92.12196099999937,91.45217200000178,29.25495700000056,29.262335000000007,0.11791700000003402,0.12145799999996143,1.030029597088854
1,U,b1s0-warmup,7,4,0.266728999999998,0.27356200000002673,0.359958000000006,0.3310000000000173,1.0256177618482758,0.9195517254791163,28.04112600000019,28.138538999999355,9.258713000000853,9.319825000000947,0.10329200000001038,0.10908300000005511,1.0560643612287897
1,U,b1s0-measured,7,4,0.2605829999999969,0.257000000000005,0.3380420000000868,0.3542089999999689,0.9862500623602002,1.0478254181429467,81.04107299999964,80.56717600000025,27.97591300000147,27.66279600000007,0.10691699999995308,0.10154199999999491,0.9497273586056425
1,U,b1s1-warmup,7,4,0.2734580000000051,0.2777504999999678,0.38466600000003837,0.4063330000000178,1.015697108879472,1.0563267873947197,29.231254000000263,29.727084000000787,9.089165000000435,9.212459999999965,0.09924999999998363,0.10320899999999256,1.0398891687658396
1,U,b1s1-measured,7,4,0.2663959999999861,0.2648119999999494,0.3923340000000053,0.3524999999999636,0.9940539647741079,0.8984691614796547,85.7736750000006,84.2016280000006,28.53724799999941,28.558250000001408,0.12087500000006912,0.12041599999997743,0.9962026887272685
1,U,b2s0-warmup,7,4,0.25604199999997945,0.26670850000004975,0.3567920000000413,0.33474999999998545,1.041659180915909,0.938221709006779,27.549502000001212,27.313380000000052,9.700883000000204,9.623329000000695,0.11899999999991451,0.11504200000013043,0.9667394958001099
1,U,b2s0-measured,7,4,0.27252149999992525,0.2515210000000252,0.37175000000002,0.3117909999998574,0.922940024915811,0.8387114996633237,85.36988100000099,77.86257599999976,28.827452000002722,27.49458299999901,0.11637500000006185,0.10545799999999872,0.9061911922658876
